geo,entity,date,unemp_rate
SK,Slovakia,2024-Q3,5.4
SK,Slovakia,2024-Q4,5.2
TR,Türkiye,2006-Q1,10.6
TR,Türkiye,2006-Q2,7.7
TR,Türkiye,2006-Q3,8.3
TR,Türkiye,2006-Q4,8.5
TR,Türkiye,2007-Q1,10
TR,Türkiye,2007-Q2,8.1
TR,Türkiye,2007-Q3,8.4
TR,Türkiye,2007-Q4,9.2
TR,Türkiye,2008-Q1,10.6
TR,Türkiye,2008-Q2,8.2
TR,Türkiye,2008-Q3,9.1
TR,Türkiye,2008-Q4,11.3
TR,Türkiye,2009-Q1,14.3
TR,Türkiye,2009-Q2,12.3
TR,Türkiye,2009-Q3,12.2
TR,Türkiye,2009-Q4,11.8
TR,Türkiye,2010-Q1,13
TR,Türkiye,2010-Q2,9.9
TR,Türkiye,2010-Q3,10.2
TR,Türkiye,2010-Q4,9.8
TR,Türkiye,2011-Q1,10.4
TR,Türkiye,2011-Q2,8.6
TR,Türkiye,2011-Q3,8.3
TR,Türkiye,2011-Q4,8.1
TR,Türkiye,2012-Q1,9.4
TR,Türkiye,2012-Q2,7.3
TR,Türkiye,2012-Q3,7.8
TR,Türkiye,2012-Q4,8.3
TR,Türkiye,2013-Q1,9.4
TR,Türkiye,2013-Q2,8
TR,Türkiye,2013-Q3,8.8
TR,Türkiye,2013-Q4,8.9
TR,Türkiye,2014-Q1,10.2
TR,Türkiye,2014-Q2,8.8
TR,Türkiye,2014-Q3,10
TR,Türkiye,2014-Q4,10.7
TR,Türkiye,2015-Q1,11.2
TR,Türkiye,2015-Q2,9.3
TR,Türkiye,2015-Q3,10.1
TR,Türkiye,2015-Q4,10.5
TR,Türkiye,2016-Q1,10.9
TR,Türkiye,2016-Q2,9.4
TR,Türkiye,2016-Q3,11.2
TR,Türkiye,2016-Q4,12
TR,Türkiye,2017-Q1,12.6
TR,Türkiye,2017-Q2,10.1
TR,Türkiye,2017-Q3,10.5
TR,Türkiye,2017-Q4,10.3
TR,Türkiye,2018-Q1,10.6
TR,Türkiye,2018-Q2,9.7
TR,Türkiye,2018-Q3,11.1
TR,Türkiye,2018-Q4,12.3
TR,Türkiye,2019-Q1,14.7
TR,Türkiye,2019-Q2,12.8
TR,Türkiye,2019-Q3,14
TR,Türkiye,2019-Q4,13.3
TR,Türkiye,2020-Q1,13.7
TR,Türkiye,2020-Q2,12.9
TR,Türkiye,2020-Q3,13.2
TR,Türkiye,2020-Q4,12.8
TR,Türkiye,2021-Q1,13.5
TR,Türkiye,2021-Q2,11.8
TR,Türkiye,2021-Q3,11.7
TR,Türkiye,2021-Q4,11
TR,Türkiye,2022-Q1,11.6
TR,Türkiye,2022-Q2,10.2
TR,Türkiye,2022-Q3,10.1
TR,Türkiye,2022-Q4,10.1
TR,Türkiye,2023-Q1,10.5
TR,Türkiye,2023-Q2,9.3
TR,Türkiye,2023-Q3,9.3
TR,Türkiye,2023-Q4,8.7
TR,Türkiye,2024-Q1,9.3
TR,Türkiye,2024-Q2,8.4
TR,Türkiye,2024-Q3,8.8
TR,Türkiye,2024-Q4,8.6
GB,United Kingdom,1998-Q2,6.2
GB,United Kingdom,1999-Q2,6.1
GB,United Kingdom,1999-Q3,6.2
GB,United Kingdom,1999-Q4,5.9
GB,United Kingdom,2000-Q1,5.8
GB,United Kingdom,2000-Q2,5.6
GB,United Kingdom,2000-Q3,5.6
GB,United Kingdom,2000-Q4,5.4
GB,United Kingdom,2001-Q1,5.1
GB,United Kingdom,2001-Q2,4.7
GB,United Kingdom,2001-Q3,5.2
GB,United Kingdom,2001-Q4,5.1
GB,United Kingdom,2002-Q1,5
GB,United Kingdom,2002-Q2,5
GB,United Kingdom,2002-Q3,5.3
GB,United Kingdom,2002-Q4,5.2
GB,United Kingdom,2003-Q1,5
GB,United Kingdom,2003-Q2,4.8
GB,United Kingdom,2003-Q3,5.2
GB,United Kingdom,2003-Q4,4.9
GB,United Kingdom,2004-Q1,4.7
GB,United Kingdom,2004-Q2,4.6
GB,United Kingdom,2004-Q3,4.8
GB,United Kingdom,2004-Q4,4.7
GB,United Kingdom,2005-Q1,4.6
GB,United Kingdom,2005-Q2,4.6
GB,United Kingdom,2005-Q3,4.8
GB,United Kingdom,2005-Q4,5.1
GB,United Kingdom,2006-Q1,5.2
GB,United Kingdom,2006-Q2,5.3
GB,United Kingdom,2006-Q3,5.6
GB,United Kingdom,2006-Q4,5.3
GB,United Kingdom,2007-Q1,5.5
GB,United Kingdom,2007-Q2,5.2
GB,United Kingdom,2007-Q3,5.5
GB,United Kingdom,2007-Q4,5
GB,United Kingdom,2008-Q1,5.1
GB,United Kingdom,2008-Q2,5.2
GB,United Kingdom,2008-Q3,6
GB,United Kingdom,2008-Q4,6.2
GB,United Kingdom,2009-Q1,7
GB,United Kingdom,2009-Q2,7.6
GB,United Kingdom,2009-Q3,8
GB,United Kingdom,2009-Q4,7.6
GB,United Kingdom,2010-Q1,7.9
GB,United Kingdom,2010-Q2,7.7
GB,United Kingdom,2010-Q3,7.9
GB,United Kingdom,2010-Q4,7.7
GB,United Kingdom,2011-Q1,7.7
GB,United Kingdom,2011-Q2,7.8
GB,United Kingdom,2011-Q3,8.5
GB,United Kingdom,2011-Q4,8.2
GB,United Kingdom,2012-Q1,8.2
GB,United Kingdom,2012-Q2,7.8
GB,United Kingdom,2012-Q3,8
GB,United Kingdom,2012-Q4,7.6
GB,United Kingdom,2013-Q1,7.8
GB,United Kingdom,2013-Q2,7.6
GB,United Kingdom,2013-Q3,7.8
GB,United Kingdom,2013-Q4,7
GB,United Kingdom,2014-Q1,6.7
GB,United Kingdom,2014-Q2,6.2
GB,United Kingdom,2014-Q3,6.1
GB,United Kingdom,2014-Q4,5.5
GB,United Kingdom,2015-Q1,5.5
GB,United Kingdom,2015-Q2,5.5
GB,United Kingdom,2015-Q3,5.5
GB,United Kingdom,2015-Q4,4.9
GB,United Kingdom,2016-Q1,5
GB,United Kingdom,2016-Q2,4.8
GB,United Kingdom,2016-Q3,5
GB,United Kingdom,2016-Q4,4.6
GB,United Kingdom,2017-Q1,4.5
GB,United Kingdom,2017-Q2,4.3
GB,United Kingdom,2017-Q3,4.4
GB,United Kingdom,2017-Q4,4.2
GB,United Kingdom,2018-Q1,4.2
GB,United Kingdom,2018-Q2,3.9
GB,United Kingdom,2018-Q3,4.2
GB,United Kingdom,2018-Q4,3.8
GB,United Kingdom,2019-Q1,3.7
GB,United Kingdom,2019-Q2,3.7
GB,United Kingdom,2019-Q3,3.9
GB,United Kingdom,2019-Q4,3.6
GB,United Kingdom,2020-Q1,3.9
GB,United Kingdom,2020-Q2,3.8
GB,United Kingdom,2020-Q3,4.9
